id,# of genres,# of production companies,production countries,number of production countries,Oversea Status,release year,release quarter,# of keywords,# of cast,gender distribution for cast,actor name,# of crew,gender distribution for crew,budget,homepage,imdbid,popularity,runtime,tagline
3454,2,1,['US'],1,1,05,3,3,12,"[(2, 4, 6)]","BillyBobThornton,KenMedlock,AmanJohal,GregKinnear,MarciaGayHarden,SammiKaneKraft,BrandonCraggs,JeffreyDavies,TylerPatrickJones,LizzCarter,NectarRose,LisaArturo",4,"[(1, 0, 3)]",30000000,,tt0408524,4.469459,113,The bases are loaded... so is the coach.
3455,4,1,['US'],1,1,94,4,9,14,"[(2, 4, 8)]","RobertPatrick,MarkDacascos,ScottWolf,KristinaWagner,JuliaNickson,AlyssaMilano,NilsAllenStewart,HenryKingi,JohnAsher,AlLeong,JeffImada,MichaelBerryman,VannaWhite,AndyDick",19,"[(8, 3, 8)]",3500000,,tt0106761,5.190767,89,Power. Justice. Darkness. Light.
3456,1,3,['US'],1,1,99,4,12,29,"[(3, 7, 19)]","JulianneMoore,WilliamH,JohnC,TomCruise,PhilipBakerHall,PhilipSeymourHoffman,JasonRobards,AlfredMolina,MeloraWalters,MichaelBowen,JeremyBlackman,EmmanuelJohnson,MelindaDillon,AprilGrace,FelicityHuffman,OrlandoJones,RickyJay,PattonOswalt,NeilFlynn,HenryGibson,MiriamMargolyes,MichaelMurphy,GenevieveZweig,PatHealy,ThomasJane,LuisGuzm,ClarkGregg,VeronicaHart,PaulF",44,"[(20, 5, 19)]",37000000,http://www.magnoliamovie.com/,tt0175880,9.091636,188,"Things fall down. People look up. And when it rains, it pours."
3457,1,2,"['IT', 'ES', 'DE']",3,0,65,4,11,39,"[(22, 1, 16)]","ClintEastwood,LeeVanCleef,GianMariaVolont,MarioBrega,KlausKinski,LuigiPistilli,AldoSambrell,BenitoStefanelli,LuisRodr,PanosPapadopulos,MaraKrupp,JosefEgger,Tom,RobertoCamardiel,LorenzoRobledo,SergioMendiz,DanteMaggio,MarioMeniconi,WernerAbrolat,FrankBra,Jos,AntonioMolinoRojo,NazzarenoNatale,Rom,SergioLeone,RosemaryDexter,PeterLeeLawrence,Jes,Jos,GuillermoM,EnriqueNavarro,RicardoPalacios,Anto,CarloSimi,Jos,KurtZips,RafaelL,Jos,AldoRicci",40,"[(27, 0, 13)]",600000,,tt0059578,13.295342,132,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!"
3458,2,3,['NZ'],1,0,92,3,12,16,"[(3, 7, 6)]","TimBalme,DianaPe,ElizabethMoody,IanWatkin,BrendaKendall,StephenPapps,MurrayKeane,GlenisLevestam,LewisRowe,StuartDevenie,JedBrophy,ElizabethMulfaxe,HarrySinclair,AngelaRobinson,PeterJackson,DavinaWhitehouse",15,"[(4, 2, 9)]",3000000,,tt0103873,13.645568,104,Some things won't stay down... even after they die.
3459,3,4,"['US', 'CA']",2,0,13,3,8,43,"[(16, 1, 26)]","IdrisElba,CharlieHunnam,CharlieDay,RonPerlman,BurnGorman,RinkoKikuchi,MaxMartini,RobertMaillet,RobertKazinsky,LarryJoeCampbell,BradWilliamHenke,CliftonCollinsJr,DiegoKlattenhoff,SantiagoSegura,JaneWatson,JungYulKim,HeatherDoerksen,JoshuaPeace,ManaAshida,JoePingue,MiltonBarnes,BrianFrank,EllenMcLain,DavidFox,JakeGoodman,RobinThomas,JulianBarnes,DavidRichmondPeck,SebastianPigott,VictoriaMarie,J,RobertMorse,MikeChute,DuncanMcLeod,LouisPaquette,MatthewG,FrankNakashima,TerryBelleville,FarzadSadrian,MishuVellani,CliveWalton,PeterKosaka,YirenStark",27,"[(9, 4, 14)]",180000000,http://www.pacificrimmovie.com/,tt1663662,33.949359,131,"To Fight Monsters, We Created Monsters"
3460,4,7,['ES'],1,0,11,3,4,19,"[(10, 4, 5)]","AntonioBanderas,ElenaAnaya,MarisaParedes,JanCornet,Roberto,EduardFern,Jos,BlancaSu,SusiS,B,FernandoCayo,ChemaRuiz,Buika,AnaMena,TeresaManresa,FernandoIglesias,Agust,MiguelAlmod,MartaR",12,"[(2, 1, 9)]",13000000,http://www.lapielquehabito.com,tt1189073,9.782542,117,
3461,1,5,"['JP', 'GB', 'US', 'AU']",4,0,07,3,13,32,"[(19, 3, 10)]","SamRiley,SamanthaMorton,AlexandraMariaLara,JoeAnderson,JamesAnthonyPearson,TobyKebbell,CraigParkinson,HarryTreadaway,MatthewMcNulty,AndrewSheridan,RobertShelly,RichardBremmer,TanyaMyers,TanyaMyers,MarthaMyersLowe,MaryJoRandle,BenNaylor,MargaretJackman,JohnCooperClarke,GeorgeNewton,DavidWhittington,AngusAddenbrooke,NicolaHarrison,JuneAlliss,TimPlester,HerbertGr,LauraChambers,JosephMarshall,MonicaAxelsson,LottiCloss,JoannaSwain,EadyWilliams",10,"[(5, 0, 5)]",0,http://www.controlthemovie.com,tt0421082,8.00969,121,
3462,1,13,['JP'],1,0,10,4,0,17,"[(8, 3, 6)]","HiroyukiIkeuchi,TakuyaKimura,MeisaKuroki,Toshir,TsutomuYamazaki,KazukiNamioka,NaotoOgata,ShinichiTsutsumi,Maiko,ReikoTakashima,ToshiyukiNishida,ToshihiroYashiba,TakumiSaito,TakahiroMiura,KensukeOhwada,KanaHarada,MaeOtsuka",11,"[(9, 0, 2)]",12000000,,tt1477109,5.23198,131,
3463,3,6,"['CA', 'US']",2,0,02,2,0,12,"[(0, 5, 7)]","AngelinaJolie,EdwardBurns,TonyShalhoub,ChristianKane,MelissaErrico,LisaThornhill,StockardChanning,GregoryItzin,MaxBaker,ChristopherShyer,JamesGammon,VeenaSood",11,"[(2, 4, 5)]",40000000,,tt0282687,6.332398,103,
3464,2,1,"['AU', 'FR']",2,0,91,2,3,5,"[(0, 2, 3)]","ColinFriels,MilesDavis,HelenBuday,JoePetruzzi,BrigitteCatillon",4,"[(1, 0, 3)]",200000,,tt0104109,0.124273,109,Truth is magic...It makes dreams come true.
3465,2,2,['US'],1,0,99,1,10,31,"[(2, 6, 23)]","RonLivingston,JenniferAniston,DavidHerman,AjayNaidu,DiedrichBader,StephenRoot,GaryCole,RichardRiehle,AlexandraWentworth,JoeBays,JohnC,PaulWillson,KinnaMcInroe,ToddDuffey,GregPitts,MichaelMcShane,LindaWakeman,JenniferJaneEmerson,KyleScottJackson,OrlandoJones,BarbaraGeorgeReiss,TomSchuster,RupertReyes,JackieBelvin,GabrielFolse,JesseDeLuna,MikeJudge,JustinPossenti,JackBetts,CharissaAllen,JoshBond",16,"[(4, 1, 11)]",10000000,,tt0151804,12.329066,89,Work sucks.
3466,3,24,"['FR', 'DE', 'ES']",3,1,95,2,11,37,"[(25, 4, 8)]","RonPerlman,DominiquePinon,JudithVittet,DanielEmilfork,JeanClaudeDreyfus,Genevi,OdileMallet,MireilleMoss,SergeMerlin,Rufus,TickyHolgado,CrisHuerta,JeanLouisTrintignant,JosephLucien,MapiGal,BriacBarth,PierreQuentinFaesch,AlexisPivot,Fran,DominiqueBettenfeld,LotfiYahyaJedidi,ThierryGibault,MarcCaro,HamChauLuong,FrankiePain,EnriqueVillanueva,DominiqueChevalier,LorellaCravotta,PhilippeBeautier,MarcAmyot,JeanPhilippeLabadie,Rapha,ElisabethEtienne,RachelBoulenger,MichelMotu,NaneGermon",21,"[(14, 1, 6)]",18000000,,tt0112682,9.822423,108,Where happily ever after is just a dream.
3467,1,2,['US'],1,0,78,2,1,15,"[(2, 4, 9)]","BurtReynolds,DomDeLuise,SallyField,StrotherMartin,DavidSteinberg,JoanneWoodward,NormanFell,MyrnaLoy,KristyMcNichol,PatO,RobbyBenson,CarlReiner,LouiseLeTourneau,BillEwing,RobertRothwell",16,"[(0, 3, 13)]",0,,tt0077504,4.510919,110,Are there laughs before death?
3468,2,1,['US'],1,0,93,4,2,18,"[(5, 9, 4)]","WhoopiGoldberg,KathyNajimy,JamesCoburn,BarnardHughes,MaryWickes,MichaelJeter,WendyMakkena,SherylLeeRalph,RobertPastorelli,ThomasGottschalk,MaggieSmith,LaurynHill,BradSullivan,AlannaUbach,RonJohnson,JenniferLoveHewitt,DevinKamin,PrudenceWrightHolmes",5,"[(1, 1, 3)]",38000000,,tt0108147,12.986842,107,
3469,2,6,['US'],1,0,11,3,2,14,"[(0, 6, 8)]","KateMara,ChanningTatum,RosarioDawson,ChrisPratt,JustinLong,AnthonyMackie,LynnCollins,RonLivingston,AubreyPlaza,MaxMinghella,OscarIsaac,AriGraynor,ScottPorter,JennaDewan",2,"[(2, 0, 0)]",0,,tt1715873,8.881954,100,Who Got Fat? Who Didn't Change? Who Got Rich? Who Got Hot?
3470,2,0,['US'],1,0,03,1,1,7,"[(0, 3, 4)]","TroyGarity,AlisonFolland,RandyQuaid,BruceDern,HankHarris,DebraMonk,JoshBrolin",2,"[(1, 0, 1)]",0,http://www.milwaukee-minnesota.com/,tt0285727,0.656954,95,
3471,2,2,['US'],1,0,72,4,17,21,"[(3, 5, 13)]","GeneHackman,ErnestBorgnine,RedButtons,CarolLynley,RoddyMcDowall,StellaStevens,ShelleyWinters,JackAlbertson,LeslieNielsen,PamelaSueMartin,EricShea,FredSadoff,RoseannWilliams,SheilaAllen,JanArvan,ByronWebster,JohnCrawford,BobHastings,ErikL,CharlesBateman",16,"[(4, 0, 12)]",5000000,,tt0069113,10.341849,117,Who will survive-in one of the greatest escape adventures ever!
3472,4,0,['RU'],1,0,07,3,0,4,"[(1, 0, 3)]","VladimirTurchinsky,DmitriyDyuzhev,TatyanaDogileva,AleksandrBashirov",1,"[(1, 0, 0)]",5000000,,tt1110037,0.039793,91,
3473,3,2,"['CN', 'FR']",2,0,16,3,6,30,"[(11, 9, 10)]","KevinSpacey,ChristopherWalken,MalinaWeissman,RobbieAmell,JenniferGarner,TeddySears,MarkConsuelos,TalithaBateman,JayPatterson,CherylHines,JewelleBlackman,NathalyThibault,SergeHoude,EllenDavid,SergeMartineau,BarrySonnenfeld,ChloeSonnenfeld,TristanD,MeghanGabruch,BradAldou,PeterAndrianopoulos,JulianneJain,GaliaOlielSabbag,BrianDegrace,MaythailaJeromeAntoine,SandaBourenane,SamChamas,LilBub,BradAldous,SatineScarlettMontaz",15,"[(9, 2, 4)]",30000000,http://www.ninelivesmovie.com/,tt4383594,10.000208,87,His life just got put on paws.
3474,4,10,"['DK', 'DE', 'SE']",3,1,09,1,12,36,"[(20, 6, 10)]","MichaelNyqvist,NoomiRapace,LenaEndre,SvenBertilTaube,PeterAndersson,PeterHaber,MarikaLagercrantz,TomasK,G,Bj,EwaFr,StefanSauk,GunnelLindblom,WillieAndr,IngvarHirdwall,AnnikaHallin,SofiaLedarp,DavidDencik,MichalisKoutsogiannakis,YasmineGarbi,JuliaSporre,FredrikOhlsson,JacobEricksson,BarbroEnberg,GeorgiStaykov,EmilAlm,PaleOlofsson,MikaelRahm,LennartR,KarlOscarT,KalledMustonen,AlexandraPascalidou,TehillaBlad,ChristianFiedler,JanMybrand,ReubenSallmander",47,"[(38, 2, 7)]",13000000,http://dragontattoofilm.com/,tt1132620,9.858687,152,Based on the Worldwide Best Seller
3475,5,1,['US'],1,0,10,4,17,23,"[(7, 2, 14)]","WillFerrell,BradPitt,TinaFey,JonahHill,DavidCross,BenStiller,JustinTheroux,JessicaSchulte,TomMcGrath,EmilyNordwind,J,EllaOliviaStiller,QuinnDempseyStiller,BrianHopkins,ChristopherKnights,MikeMitchell,JasperJohannesAndrews,JustinLong,BillHader,AmyPoehler,RobCorddry,JackBlessing,StephenKearin",14,"[(5, 2, 7)]",130000000,http://www.megamind.com,tt1001526,11.603905,95,His brain is off the chain.
3476,1,2,['US'],1,0,82,3,9,52,"[(11, 12, 29)]","MichaelMcKean,SeanYoung,H,HarryDeanStanton,PatrickMacnee,DabneyColeman,KyleT,RickOverton,TedMcGinley,SaulRubinek,PamelaReed,TaylorNegron,PatrickCollins,MichaelRichards,CrystalBernard,GaryFriedkin,TitosVandis,PaulStanley,RichardDeanAnderson,DemiMoore,PaulStanley,SusanLucci,CynthiaGeary,MoniqueGabrielle,JohnE,HaunaniMinn,BeckyGonzalez,LynneMarieStewart,ToniHudson,FrankPesce,NicholasMele,MichaelDamian,StevenFord,StuartDamon,JaimeLynBauer,TomLigon,KinShriner,JanineTurner,JacklynZeman,DianeMarkoff,WalterScott,ReynaldoRey,BillieBird,MilleeTaggart,Larry,StuartCharno,JohnSteadman,ScottMarshall,GeorgeFurth,EdBegleyJr,MichaelElias,PeggyTrentini",15,"[(7, 2, 6)]",0,,tt0084938,1.768854,96,Warning: This Movie May Be Dangerous To Your Health. You May Never Stop Laughing.
3477,3,1,['US'],1,0,14,4,4,27,"[(10, 8, 9)]","NicolasCage,ChadMichaelMurray,LeaThompson,NickyWhelan,MartinKlebba,QuintonAaron,JordinSparks,GaryGrubbs,WilliamRagsdale,StephanieHonor,LoloJones,CassiThomson,GeorginaRawlings,AshtonLeigh,AlecRayme,MajorDodson,HanSoto,ShannaForrestall,LanceE,ChelseaBruland,SabrinaGennarino,CandiceMicheleBarley,JuddLormand,KamrynJohnson,ChoppyGuillotte,HawnTran,HeatherReneHutson",53,"[(39, 2, 12)]",16000000,http://www.leftbehindmovie.com/,tt2467046,11.519053,110,The End Begins
3478,6,1,['US'],1,1,88,2,8,7,"[(0, 2, 5)]","SeanConnery,MarkHarmon,MegRyan,JackWarden,JenetteGoldstein,MarkBlum,DanaGladstone",6,"[(2, 0, 4)]",0,,tt0095897,3.768935,97,He didn't want to share the murder investigation. There's no way he's going to share his daughter.
3479,3,5,['US'],1,0,17,1,10,37,"[(14, 8, 15)]","VinDiesel,IceCube,SamuelL,ToniCollette,RubyRose,DeepikaPadukone,KrisWu,DonnieYen,TonyJaa,NinaDobrev,RoryMcCann,HermioneCorfield,TonyGonzalez,MichaelBisping,AriadnaGuti,AndreyIvchenko,ShawnRoberts,NickyJam,AlSapienza,HelenaAlexisSeymour,MeganSoo,KristenKurnik,BaileyRoseKing,PilarCruz,CharlesCarroll,H,CurtisFletcher,TerryChen,JennyItwaru,JulieAbcede,JoshPagcaliwangan,NyjahHuston,NeymarJr,RobertaMancino,NinaBuitrago,DaniLightningbolt,CourtneyFriel",104,"[(90, 4, 10)]",85000000,http://returnofxandercage.com,tt1293847,17.918269,107,"There are no more patriots, just rebels and tyrants."
3480,2,3,['US'],1,0,06,2,7,7,"[(1, 2, 4)]","AshleyJudd,MichaelShannon,HarryConnickJr,LynnCollins,NeilBergeron,BobNeill",31,"[(15, 4, 12)]",4000000,,tt0470705,5.911303,102,First they send in their drone... Then they find their queen.
3481,1,4,"['US', 'HK']",2,1,76,3,3,52,"[(23, 6, 23)]","DavidCarradine,BillMcKinney,VeronicaHamel,GerritGraham,RobertCarradine,BelindaBalaski,JudyCanova,ArchieHahn,CarlGottlieb,MaryWoronov,DianeLeeHart,JamesKeach,DickMiller,LouisaMoritz,PatrickWright,JohnAlderman,AllanArkush,PaulBartel,RogerCorman,JoeDante,JonathanKaplan,AronKincaid,ReadMorgan,MaryRobinRedd,MartinScorsese,DonSimpson,SylvesterStallone,GlynnRubin,StanleyBennettClay,DavidArkin,JohnHerzfeld,DeirdreArdell,GretchenArdell,GaryAustin,WendyBartel,LindaCivitello,JimConnors,PeterCornberg,MillerDrake,MichaelFinnell,SamuelW,PaulGlickler,DavidN,LeaGould,GlennJohnson,SaulKrugman,JamesLashly,JosephMcBride,ToddMcCarthy,KeithMichl,GeorgeWagner,JoeWong",13,"[(7, 1, 5)]",780000,,tt0074279,2.096666,93,The annual Trans-American outlaw road race - A cross country demolition derby without rules!
3482,1,2,['US'],1,0,86,4,2,15,"[(0, 5, 10)]","VictorLove,MattDillon,ElizabethMcGovern,GeraldinePage,OprahWinfrey,AkosuaBusia,CarrollBaker,JohnMcMartin,ArtEvans,JohnKarlen,WillardE,DavidRasche,VingRhames,LaneSmith,GeorgeWallace",5,"[(2, 0, 3)]",2000000,,tt0091613,0.910047,111,
3483,2,2,['US'],1,1,87,1,3,16,"[(2, 0, 14)]","MichaelMoriarty,JohnEdwinShaw,KenWright,PaulLeMat,LawrencePressman,StephenDavies,DavidSoul,DougSavant,JeffreyJones,JohnVargas,RickFitts,ScottySachs,JohnDiehl,JesseDabson,BruceFairbairn,JamesAcheson",15,"[(8, 0, 7)]",0,,tt0093143,0.390142,126,"For Americans captured in Vietnam, one war ended. Another was about to begin."
3484,1,3,['US'],1,0,65,4,4,22,"[(2, 5, 15)]","SteveMcQueen,EdwardG,AnnMargret,KarlMalden,TuesdayWeld,JoanBlondell,RipTorn,JackWeston,CabCalloway,JeffCorey,TheoMarcuse,MiltonSelzer,KarlSwenson,RonSoble,IreneTedrow,MidgeWare,DubTaylor,HarryHines,RobertDoQui,OlanSoule,BurtMustin",14,"[(1, 0, 13)]",0,,tt0059037,3.670599,102,"He'd take on anyone, at anything, anytime."
3485,1,5,['US'],1,0,16,4,4,57,"[(27, 17, 13)]","BryanCranston,JamesFranco,ZoeyDeutch,MeganMullally,GriffinGluck,KeeganMichaelKey,KaleyCuoco,CedrictheEntertainer,ZackPearlman,JeeYoungHan,GraceLyNgoHazelett,SadieKateNgoHazelett,CaseyWilson,AndrewRannells,AdamDevine,TangieAmbrose,SteveBannos,SteveAoki,RichardBlais,ElonMusk,GeneSimmons,PaulStanley,PeterCriss,ChrisA,BobStephenson,MaryPatGleason,JacobKemp,JulietteB,MelissaGraver,SteffenDziczek,JimmyBadstibner,RamyYoussef,BrendaGood,HarrisonBieker,GregWorswick,GeorgeKareman,TobyTurner,CraigHosking,LucyAngelo,KatelynBrooke,IsabelDresden,LynlyEhrlich,StevensGaston,LiamGillen,BraxtonGoe,AlexJ,JocelynMarie,DerekMcEntire,ArberMehmeti,IsabelleMenard,TimNeff,SaulPreciadoGarcia,EvanSeidlitz,LeeStickler,CalebThomas,EmelyvonOest,TriciaMaryYoung",34,"[(12, 7, 15)]",38000000,,tt4501244,14.531429,111,Of all the guys his daughter could have chosen...
3486,6,3,"['GB', 'FR']",2,0,04,3,9,28,"[(9, 5, 14)]","BradyCorbet,SorenFulton,DeboraWeston,LouHirsch,AlexBarringer,DemetriGoritsas,GenieFrancis,PhilipWinchester,DeobiaOparei,BillPaxton,KyleHerbert,DominicColenso,BenTorgersen,SophiaMyles,RonCook,JohannesZadrozny,NicolaWalker,BenKingsley,AnthonyEdwards,HarveyVirdi,BhaskerPatel,VanessaHudgens,LexShrapnel,RoseKeegan,StewartHowson,MarkNelmes,JulianSpencer,AndySmart",20,"[(3, 3, 14)]",57000000,http://www.thunderbirdsmovie.com,tt0167456,14.363421,95,
3487,1,3,['US'],1,0,14,2,8,51,"[(6, 22, 23)]","SethRogen,ZacEfron,RoseByrne,DaveFranco,IkeBarinholtz,ChristopherMintzPlasse,CarlaGallo,HalstonSage,CraigRoberts,HannibalBuress,LisaKudrow,JasonMantzoukas,JerrodCarmichael,AliCobrin,EliseVargas,ZoeyVargas,BrianHuskey,KiraSternbach,RandallPark,JakeJohnson,StevenMichaelEich,FahimAnwar,OriKalmus,AndySamberg,AkivaSchaffer,JormaTaccone,AdamDevine,BlakeAnderson,AndersHolm,LizCackowski,KyleNewacheck,JesseHeiman,CassandraStarr,NatashaLeggero,MariaOlsen,StephenTodt,MichaelAngeloe,GarySievers,CaseyFordAlexander,ChastyBallesteros,MelanieAvalon,MarianneBourg,ErikaDelToro,AlannaDergan,ElsiEng,AyeshaFraser,CourtneyHart,DanikaGalindo,CassandraStarr,ValeriaSweet,BridgettaTomarchio",36,"[(17, 4, 15)]",18000000,,tt2004420,11.90575,96,Family vs. Frat
3488,3,1,['US'],1,0,67,4,12,14,"[(1, 2, 11)]","BruceReitherman,PhilHarris,SebastianCabot,LouisPrima,GeorgeSanders,SterlingHolloway,VernaFelton,ClintHoward,ChadStuart,LordTimHudson,JohnAbbott,BenWright,DarleenCarr",31,"[(12, 0, 19)]",4000000,http://movies.disney.com/the-jungle-book-1967,tt0061852,22.845448,78,The Jungle is JUMPIN'!
3489,2,4,['US'],1,0,06,4,4,21,"[(3, 8, 10)]","DannyDeVito,MatthewBroderick,KristinDavis,KristinChenoweth,FredArmisen,DylanBlue,KellyAldridge,AliaShawkat,SabrinaAldridge,GarryChalk,ZakSantiago,DavidLewis,RyanDevlin,GillianVigman,JackieBurroughs,NicolaPeltz,DanielBacon,SuchinPak,JorgeGarcia,CoryMonteith",20,"[(2, 4, 14)]",0,,tt0790604,5.162761,93,There glows the neighborhood
3490,2,3,"['AU', 'US']",2,0,01,3,28,14,"[(2, 4, 8)]","AnthonyHopkins,AntonYelchin,HopeDavis,MikaBoorem,DavidMorse,AlanTudyk,TomBower,CeliaWeston,TimothyReifsnyder,AdamLeFevre,BrettFleisher,TerryBeaver,WillRothhaar",7,"[(1, 1, 5)]",31000000,,tt0252501,6.425321,101,What if one of life's great mysteries moved in upstairs?
3491,2,3,['GB'],1,0,75,1,12,15,"[(4, 3, 8)]","OliverReed,AnnMargret,RogerDaltrey,EltonJohn,EricClapton,JackNicholson,JohnEntwistle,KeithMoon,PaulNicholas,RobertPowell,PeteTownshend,TinaTurner,ArthurBrown,VictoriaRussell,BenAris",12,"[(2, 1, 9)]",5000000,,tt0073812,6.335814,111,Your senses will never be the same.
3492,3,1,['US'],1,0,40,3,5,75,"[(21, 10, 44)]","ClarkGable,SpencerTracy,ClaudetteColbert,HedyLamarr,FrankMorgan,LionelAtwill,ChillWills,BessFlowers,MarionMartin,MinnaGombell,SaraHaden,JoeYule,HoraceMurphy,MariettaCanty,CurtBois,RichardLane,GeorgeLessey,FrankOrth,JohnHamilton,CharlesColeman,NellCraig,ByronFoulger,HarryHayden,EddyWaller,RoyGordon,CaseyJohnson,BabyQuintanilla,FrankMcGlynnSr,BarbaraBedford,HankBell,CharlesD,RalphBushman,MariettaCanty,CharlesColeman,JamesConaty,DickCurtis,Daisy,HelenDickson,JamesDime,EddieDunn,FranklynFarnum,PatFlaherty,SamGarrett,GeorgeGuhl,FrankHagney,WilliamHalligan,JohnHamilton,TomHanlon,HarryHayden,HolmesHerbert,HowardC,EarleHodgins,ShepHoughton,JackIngram,SheldonJett,RobertEmmettKeane,MitchellLewis,TomLondon,FrankMcLure,CarlottaMonti,PhilipMorris,JohnT,WedgwoodNowell,TedOliver,NestorPaiva,MiltonParsons,LeePhelps,HenryRoquemore,LarrySteers,BertStevens,WilliamTannen,EddyWaller,HarryWilson,TomWilson,DouglasWood",20,"[(3, 1, 16)]",2000000,,tt0032273,1.52854,119,Where Men Are Rough And Tough . . . And Like Their Women The Same Way !
3493,2,1,['RU'],1,1,09,2,6,14,"[(9, 1, 4)]","MagdalenaMielcarz,BogdanStupka,VladimirVdovichenkov,IgorPetrenko,MikhailBoyarskiy,VladimirIlin,YuriBelyayev,AdaRogovtseva,BorisKhmelnitsky,DanielOlbrychski,SergeiBezrukov,AleksandrDedyushko,LiubomirasLaucevicius,SergeiDreiden",5,"[(2, 0, 3)]",25000000,http://www.tarasbulbafilm.ru/,tt1242457,7.855489,130,
3494,4,3,"['CA', 'US']",2,0,12,4,3,11,"[(3, 5, 3)]","JaimeKing,MalcolmMcDowell,BrendanFehr,LisaMarie,EllenWong,DonalLogue,AliTataryn,CortneyPalm,JessicaCameron,CourtneyJaneWhite,ErikJ",26,"[(19, 2, 5)]",0,,tt2347497,7.601525,99,He Knows Who's Been Naughty
3495,2,2,['US'],1,1,09,1,10,24,"[(3, 12, 9)]","IslaFisher,HughDancy,KrystenRitter,JoanCusack,JohnGoodman,JohnLithgow,KristinScottThomas,FredArmisen,LeslieBibb,LynnRedgrave,RobertStanton,JulieHagerty,NickCornish,WendieMalick,LennonParham,PeytonList,MichaelPanes,StephenGuarino,YoshiroKono,KatherineSigismund,ClaireLautier,BrandiBurkhardt,CleaLewis,ScottEvans",10,"[(4, 3, 3)]",40000000,http://www.bluefly.com/media/promotions/flash/shopaholic/main/shopaholic.html,tt1093908,8.198789,104,A new job? Hopefully. A new man? Possibly. A new handbag? Absolutely!
3496,4,3,['US'],1,0,88,2,8,19,"[(1, 5, 13)]","DemiMoore,MichaelBiehn,J,PeterFriedman,MannyJacobs,NigelJohnTaylor,LeeGarlington,AkosuaBusia,ArnoldJohnson,JohnWalcutt,MichaelLaskin,HugoStanger,PatriciaAllison,IanBuchanan,HarryBasil,DarwynCarson,GlynnEdwards,JohnHeard,LeonardoCimino",7,"[(1, 2, 4)]",0,,tt0096073,4.720395,97,The seals have been broken. The prophecies have begun. Now only one woman can halt the end of our world.
3497,3,4,['US'],1,1,07,4,5,17,"[(4, 5, 8)]","TommyLeeJones,JavierBardem,JoshBrolin,WoodyHarrelson,KellyMacdonald,GarretDillahunt,TessHarper,BarryCorbin,StephenRoot,RodgerBoyce,BethGrant,AnaReeder,KitGwin,ZachHopkins,DorisHargrave,GeneJones,CalebLandryJones",41,"[(28, 5, 8)]",25000000,,tt0477348,15.565484,122,There are no clean getaways.
3498,2,2,['US'],1,0,90,4,10,31,"[(11, 6, 14)]","MacaulayCulkin,JoePesci,DanielStern,JohnHeard,RobertsBlossom,DevinRatray,MichaelC,HillaryWolf,AngelaGoethals,GerryBamman,TerrieSnell,JedidiahCohen,SentaMoses,DaianaCampeanu,KieranCulkin,AnnaSlotky,KristinMinter,JohnCandy,RalphFoody,LarryHankin,KenHudsonCampbell,HopeDavis,BillieBird,BillErwin,JeffreyWiseman,VirginiaSmith,RayToler,ClarkeDevereux,DanCharlesZukoski,MattDoherty",44,"[(25, 3, 16)]",18000000,https://www.foxconnect.com/home-alone-4.html,tt0099785,0.702543,103,A Family Comedy Without the Family.
3499,2,4,['GB'],1,0,88,4,20,25,"[(14, 3, 8)]","ClareHiggins,AshleyLaurence,KennethCranham,ImogenBoorman,WilliamHope,SeanChapman,DougBradley,BarbieWilde,SimonBamford,NicholasVince,OliverSmith,AngusMacInnes,RonTravis,OliverParker,CatherineChevalier,DeborahJoel,JamesTillitt,BradleyLavelle,EdwinCraig,AndrewRobinson,RobertHines,MichaelCassidy,AnthonyAllen,GraceKirby,KevinCole",87,"[(66, 1, 20)]",3000000,,tt0095294,8.541732,97,Time to play.
3500,2,4,['US'],1,0,16,1,4,13,"[(9, 0, 4)]","DonCheadle,EwanMcGregor,EmayatzyCorinealdi,MichaelStuhlbarg,KeithStanfield,AustinLyon,LeticiaMartinez,MorganWolk,JeffreyGrover,PhilipKrinsky,WilliamWillet,ChrisHahn,NinaSmilow",25,"[(11, 3, 11)]",0,,tt0790770,3.989771,100,"If you gonna tell a story, come with some attitude."
3501,4,3,['US'],1,0,94,3,9,15,"[(1, 3, 11)]","SusanSarandon,TommyLeeJones,MaryLouiseParker,AnthonyLaPaglia,BradleyWhitford,WillPatton,BradRenfro,AnthonyEdwards,J,AnthonyHeald,KimCoates,KimberlyScott,DavidSpeck,WilliamH,RebeccaJernigan",16,"[(1, 4, 11)]",45000000,,tt0109446,15.263829,119,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.
3502,2,1,['US'],1,1,01,4,6,14,"[(0, 2, 12)]","GeneHackman,AnjelicaHuston,BenStiller,GwynethPaltrow,LukeWilson,OwenWilson,BillMurray,DannyGlover,AlecBaldwin,SeymourCassel,KumarPallana,WesAnderson,AndrewWilson,FrankWood",35,"[(11, 3, 21)]",21000000,,tt0265666,9.707542,110,"Family isn’t a word, it’s a sentence."
